Consecutive number,"Connection
device identifier(full)","cable
Type/connections number/RCS",Connection: Type designation,Connection color / number,Connection: Cross-section / diameter,Length (full),source,target,Wire termination processing source,Wire termination processing target,Routing direction source,Routing direction target,Bundle,Layout space: Routing track,Connection designation,Remark
1098,=Q15+K1-W421,"UNITRONIC? LiYCY (TP) 8x0,5 mm?",,GN,"0,5",,=Q15+K1.B1-A4:3,=Q15+K1.B1-A22:X2:18,,,,,,,,
1099,=Q15+K1-W421,"UNITRONIC? LiYCY (TP) 8x0,5 mm?",,YE,"0,5",,=Q15+K1.B1-A4:4,=Q15+K1.B1-A22:X2:19,,,,,,,,
1100,=Q15+K1-W421,"UNITRONIC? LiYCY (TP) 8x0,5 mm?",,GY,"0,5",,=Q15+K1.B1-A3:7,=Q15+K1.B1-A22:X2:5,,,,,,,,
1101,=Q15+K1-W421,"UNITRONIC? LiYCY (TP) 8x0,5 mm?",,BU,"0,75",,=Q15+K1.B1-A22:X2:4,=Q15+K1.B1-A3:8,,,,,,,,
1102,=Q15+K1-W421,"UNITRONIC? LiYCY (TP) 8x0,5 mm?",,BU,"0,75",,=Q15+K1.B1-A22:X2:17,=Q15+K1.B1-A4:7,,,,,,,,
1103,=Q15+K1-W421,"UNITRONIC? LiYCY (TP) 8x0,5 mm?",,BU,"0,75",,=Q15+K1.B1-A22:X2:16,=Q15+K1.B1-A4:8,,,,,,,,
1104,=Q15+K1-W103,"?LFLEX? CLASSIC 110 3x2,5 mm?",,1,"1,5",4 m,=Q15+K1.B1-X20:5:4,=Q15+K1.G1-G3:X2.L,,,,,,,,
1105,=+,,H07V-K,BK,"2,5",,=Q15+K1.H2-F13:2,=Q15+K1.B1-X20:5:3,,,,,,,,
1106,=+,,H05V-K,direkt verbunden,"0,5",,=A02+K1.H2-W2.1:2L3,=Q15+K1.H2-F13:1,,,,,,,,
1107,=Q15+K1-W103,"?LFLEX? CLASSIC 110 3x2,5 mm?",,2,"1,5",4 m,=Q15+K1.B1-X20:6:5,=Q15+K1.G1-G3:X2.N,,,,,,,,
1108,=+,,H07V-K,BU,"2,5",,=A02+K1.H2-X5:N:2,=Q15+K1.B1-X20:6:2,,,,,,,,
1109,=Q15+K1-W103,"?LFLEX? CLASSIC 110 3x2,5 mm?",,GNYE,"1,5",4 m,=Q15+K1.B1-X20:PE:1,=Q15+K1.G1-G3:X2.PE,,,,,,,,
1110,=Q15+K1-W113,"H07V-K 1x1,5 mm?",,GNYE,"1,5",4 m,=A02+K1.H2-X6:PE:2,=Q15+K1.G1-G3:PE,,,,,,,,
1111,=+,,H05V-K,BU,"0,5",,=Q15+K1.H2-F13:14,=Q15+K1.B1-A2:5,,,,,,,,
1112,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-A2:5,=Q15+K1.B1-A2:6,,,,,,,,
1113,=+,,H05V-K,BU,"0,75",,=Q15+K1.B1-W5(-P2):P2:1,=Q15+K1.B1-K23:A2,,,,,,,,
1114,=+,,H05V-K,BU,"0,75",,=Q15+K1.B1-K23:A1,=Q15+K1.B1-A1:4,,,,,,,,
1115,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-W5(-P1):P1:1,=Q15+K1.B1-K23:12,,,,,,,,
1116,=Q15+K1-W430,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,BK,"0,25",3 m,=Q15+K1.B1-A23:X1:8,=Q15+K1.G1-G3:8,,,,,,,,
1117,=+,,H05V-K,BU,"0,75",,=Q15+K1.B1-A23:X2:8,=Q15+K1.B1-K23:11,,,,,,,,
1118,=Q15+K1-W430,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,VT,"0,25",3 m,=Q15+K1.B1-A23:X1:14,=Q15+K1.G1-G3:14,,,,,,,,
1119,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-K3:11,=Q15+K1.B1-A23:X2:14,,,,,,,,
1120,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-K3:14,=Q15+K1.B1-A23:X2:13,,,,,,,,
1121,=+,,H05V-K,BU,"0,75",,=Q15+K1.B1-W5(-P2):P2:1,=Q15+K1.B1-K3:A2,,,,,,,,
1122,=+,,H05V-K,BU,"0,75",,=Q15+K1.B1-K3:A1,=Q15+K1.B1-A1:5,,,,,,,,
1123,=Q15+K1-W430,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,GYPK,"0,25",3 m,=Q15+K1.B1-A23:X1:13,=Q15+K1.G1-G3:13,,,,,,,,
1124,=Q15+K1-W410,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25 mm?",,,,,=A02+K1.B1-W11:SE,=Q15+K1-W431,,,,,,,,
1125,=Q15+K1-W430,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,WH,"0,25",3 m,=Q15+K1.B1-A23:X1:6,=Q15+K1.G1-G3:6,,,,,,,,
1126,=Q15+K1-W430,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,BN,"0,25",3 m,=Q15+K1.B1-A23:X1:7,=Q15+K1.G1-G3:7,,,,,,,,
1127,=Q15+K1-W430,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,GN,"0,25",3 m,=Q15+K1.B1-A23:X1:18,=Q15+K1.G1-G3:18,,,,,,,,
1128,=Q15+K1-W430,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,YE,"0,25",3 m,=Q15+K1.B1-A23:X1:19,=Q15+K1.G1-G3:19,,,,,,,,
1129,=Q15+K1-W430,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,GY,"0,25",3 m,=Q15+K1.B1-A23:X1:5,=Q15+K1.G1-G3:5,,,,,,,,
1130,=Q15+K1-W430,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,PK,"0,25",3 m,=Q15+K1.B1-A23:X1:4,=Q15+K1.G1-G3:4,,,,,,,,
1131,=Q15+K1-W430,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,BU,"0,25",3 m,=Q15+K1.B1-A23:X1:17,=Q15+K1.G1-G3:17,,,,,,,,
1132,=Q15+K1-W430,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,RD,"0,25",3 m,=Q15+K1.B1-A23:X1:16,=Q15+K1.G1-G3:16,,,,,,,,
1133,=Q15+K1-W430,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,RDBU,"0,25",3 m,=Q15+K1.B1-A23:X1:11,=Q15+K1.G1-G3:11,,,,,,,,
1134,=Q15+K1-W430,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,,,,=Q15+K1-W430,=A02+K1.B1-W9:SE,,,,,,,,
1135,=Q15+K1-W430,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,Schirm,"0,00",,=Q15+K1-W430:Schirm,=Q15+K1.G1-G3:CASE,,,,,,,,
1136,=Q15+K1-W431,"UNITRONIC? LiYCY (TP) 8x0,5 mm?",,,,,,,,,,,,,,
1137,=Q15+K1-W431,"UNITRONIC? LiYCY (TP) 8x0,5 mm?",,WH,"0,5",,=Q15+K1.B1-A5:1,=Q15+K1.B1-A23:X2:6,,,,,,,,
1138,=Q15+K1-W431,"UNITRONIC? LiYCY (TP) 8x0,5 mm?",,BN,"0,5",,=Q15+K1.B1-A5:2,=Q15+K1.B1-A23:X2:7,,,,,,,,
1139,=Q15+K1-W431,"UNITRONIC? LiYCY (TP) 8x0,5 mm?",,GN,0.5,,=Q15+K1.B1-A6:1,=Q15+K1.B1-A23:X2:18,,,,,,,,
1140,=Q15+K1-W431,"UNITRONIC? LiYCY (TP) 8x0,5 mm?",,YE,0.5,,=Q15+K1.B1-A6:2,=Q15+K1.B1-A23:X2:19,,,,,,,,
1141,=Q15+K1-W431,"UNITRONIC? LiYCY (TP) 8x0,5 mm?",,GY,0.5,,=Q15+K1.B1-A5:5,=Q15+K1.B1-A23:X2:5,,,,,,,,
1142,=Q15+K1-W431,"UNITRONIC? LiYCY (TP) 8x0,5 mm?",,BU,"0,75",,=Q15+K1.B1-A23:X2:4,=Q15+K1.B1-A5:6,,,,,,,,
1143,=Q15+K1-W431,"UNITRONIC? LiYCY (TP) 8x0,5 mm?",,RD,0.5,,=Q15+K1.B1-A6:5,=Q15+K1.B1-A23:X2:17,,,,,,,,
1144,=Q15+K1-W431,"UNITRONIC? LiYCY (TP) 8x0,5 mm?",,BU,"0,75",,=Q15+K1.B1-A23:X2:16,=Q15+K1.B1-A6:6,,,,,,,,
1145,=Q15+K1-W104,"?LFLEX? CLASSIC 110 3x2,5 mm?",,1,"2,5",4 m,=Q15+K1.B1-X20:7:4,=Q15+K1.G1-G4:X2.L,,,,,,,,
1146,=+,,H07V-K,BK,"2,5",,=Q15+K1.H2-F14:2,=Q15+K1.B1-X20:7:3,,,,,,,,
1147,=+,,H05V-K,direkt verbunden,"0,5",,=A02+K1.H2-W2.1:2L1,=Q15+K1.H2-F14:1,,,,,,,,
1148,=Q15+K1-W104,"?LFLEX? CLASSIC 110 3x2,5 mm?",,2,"2,5",4 m,=Q15+K1.B1-X20:8:5,=Q15+K1.G1-G4:X2.N,,,,,,,,
1149,=+,,H07V-K,BU,"2,5",,=A02+K1.H2-X5:N:1,=Q15+K1.B1-X20:8:2,,,,,,,,
1150,=Q15+K1-W104,"?LFLEX? CLASSIC 110 3x2,5 mm?",,GNYE,"2,5",4 m,=Q15+K1.B1-X20:PE:1,=Q15+K1.G1-G4:X2.PE,,,,,,,,
1151,=Q15+K1-W114,"H07V-K 1x1,5 mm?",,GNYE,"1,5",4 m,=A02+K1.H2-X6:PE:2,=Q15+K1.G1-G4:PE,,,,,,,,
1152,=+,,H05V-K,BU,"0,75",,=Q15+K1.B1-A2:7,=Q15+K1.H2-F14:11,,,,,,,,
1153,=Q15+I1-W104.1,"?LFLEX? CLASSIC 110 3x0,5 mm?",,1,0.5,7 m,=A02+K1.B1-X21-X21.6M:1,=Q15+S1-A3:2,,,,,,,,
1154,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-V2:2.1,=A02+K1.B1-X21-X21.6F:1,,,,,,,,
1155,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-W5(-P1):P1:1,=Q15+K1.B1-V2:1.1,,,,,,,,
1156,=Q15+I1-W104.1,"?LFLEX? CLASSIC 110 3x0,5 mm?",,2,0.5,7 m,=A02+K1.B1-X21-X21.6M:2,=Q15+S1-A3:1,,,,,,,,
1157,=+,,H05V-K,BU,"0,5",,=A02+K1.B1-X21-X21.6F:2,=Q15+K1.B1-V2:3.2,,,,,,,,
1158,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-W5(-P2):P2:2,=Q15+K1.B1-V2:3.1,,,,,,,,
1159,=Q15+I1-W104.1,"?LFLEX? CLASSIC 110 3x0,5 mm?",,GNYE,0.5,7 m,=A02+K1.B1-X21-X21.6M:3,=Q15+S1-A3:PE,,,,,,,,
1160,=Q15+K1-W210,"?LFLEX? CLASSIC 110 CY 2x1,5 mm?",,,,,,,,,,,,,,
1161,=Q15+K1-W440,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25 mm?",,BU,"0,25",3 m,=Q15+K1.B1-A24:X1:4,=Q15+K1.G1-G4:4,,,,,,,,
1162,=+,,H05V-K,BU,"0,75",,=Q15+K1.B1-A24:X2:4,=Q15+K1.B1-R4:1,,,,,,,,
1163,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-K4:11,=Q15+K1.B1-R4:2,,,,,,,,
1164,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-W5(-P1):P1:1,=Q15+K1.B1-K4:14,,,,,,,,
1165,=+,,H05V-K,BU,"0,75",,=Q15+K1.B1-K4:A1,=Q15+K1.B1-A1:6,,,,,,,,
1166,=Q15+K1-W440,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25 mm?",,RD,"0,25",3 m,=Q15+K1.B1-A24:X1:17,=Q15+K1.G1-G4:17,,,,,,,,
1167,=Q15+K1-W440,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25 mm?",,WH,"0,25",3 m,=Q15+K1.B1-A24:X1:5,=Q15+K1.G1-G4:5,,,,,,,,
1168,=Q15+K1-W440,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25 mm?",,BN,"0,25",3 m,=Q15+K1.B1-A24:X1:18,=Q15+K1.G1-G4:18,,,,,,,,
1169,=Q15+K1-W440,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25 mm?",,GN,"0,25",3 m,=Q15+K1.B1-A24:X1:2,=Q15+K1.G1-G4:2,,,,,,,,
1170,=Q15+K1-W440,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25 mm?",,YE,"0,25",3 m,=Q15+K1.B1-A24:X1:15,=Q15+K1.G1-G4:15,,,,,,,,
1171,=Q15+K1-W440,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25 mm?",,PK,"0,25",3 m,=Q15+K1.B1-A24:X1:16,=Q15+K1.G1-G4:16,,,,,,,,
1172,=Q15+K1-W440,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25 mm?",,BK,"0,25",3 m,=Q15+K1.B1-A24:X1:10,=Q15+K1.G1-G4:10,,,,,,,,
1173,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-A24:X2:10,=Q15+K1.B1-A24:X2:23,,,,,,,,
1174,=Q15+K1-W440,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25 mm?",,VT,"0,25",3 m,=Q15+K1.B1-A24:X1:23,=Q15+K1.G1-G4:23,,,,,,,,
1175,=Q15+K1-W440,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25 mm?",,VT,"0,25",2 m,=Q15+K1.G1-G4:CASE,=A02+K1.B1-W9:SE,,,,,,,,
1176,=Q15+K1-W441,"UNITRONIC? LiYCY (TP) 8x0,5 mm?",,,,,,,,,,,,,,
1177,=+,,H05V-K,BU,"0,75",,=Q15+K1.B1-A24:X2:17,=Q15+K1.B1-K4:A2,,,,,,,,
1178,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-W5(-P2):P2:2,=Q15+K1.B1-A24:X2:17,,,,,,,,
1179,=Q15+K1-W441,"UNITRONIC? LiYCY (TP) 8x0,5 mm?",,WH,"0,5",,=Q15+K1.B1-A5:3,=Q15+K1.B1-A24:X2:5,,,,,,,,
1180,=Q15+K1-W441,"UNITRONIC? LiYCY (TP) 8x0,5 mm?",,BN,"0,5",,=Q15+K1.B1-A5:4,=Q15+K1.B1-A24:X2:18,,,,,,,,
1181,=Q15+K1-W441,"UNITRONIC? LiYCY (TP) 8x0,5 mm?",,GN,"0,5",,=Q15+K1.B1-A6:3,=Q15+K1.B1-A24:X2:2,,,,,,,,
1182,=Q15+K1-W441,"UNITRONIC? LiYCY (TP) 8x0,5 mm?",,YE,"0,5",,=Q15+K1.B1-A6:4,=Q15+K1.B1-A24:X2:15,,,,,,,,
1183,=Q15+K1-W441,"UNITRONIC? LiYCY (TP) 8x0,5 mm?",,GY,"0,25",3 m,=Q15+K1.B1-A24:X1:3,=Q15+K1.G1-G4:3,,,,,,,,
1184,=Q15+K1-W441,"UNITRONIC? LiYCY (TP) 8x0,5 mm?",,GY,"0,5",,=Q15+K1.B1-A6:7,=Q15+K1.B1-A24:X2:3,,,,,,,,
1185,=Q15+K1-W441,"UNITRONIC? LiYCY (TP) 8x0,5 mm?",,PK,"0,5",,=Q15+K1.B1-A6:8,=Q15+K1.B1-A24:X2:16,,,,,,,,
1186,=Q15+K1-W441,"UNITRONIC? LiYCY (TP) 8x0,5 mm?",,,,,=Q15+K1-W441,=A02+K1.B1-W11:SE,,,,,,,,
1187,=Q15+K1-W105,"?LFLEX? CLASSIC 110 3x2,5 mm?",,1,"1,5",5 m,=Q15+K1.B1-X20:9:4,=Q15+K1.G1-G5:L,,,,,,,,
1188,=+,,H07V-K,BK,"2,5",,=Q15+K1.H2-F15:2,=Q15+K1.B1-X20:9:3,,,,,,,,
1189,=+,,H05V-K,direkt verbunden,"0,5",,=A02+K1.H2-W2.1:2L2,=Q15+K1.H2-F15:1,,,,,,,,
1190,=Q15+K1-W105,"?LFLEX? CLASSIC 110 3x2,5 mm?",,2,"1,5",5 m,=Q15+K1.B1-X20:10:5,=Q15+K1.G1-G5:N,,,,,,,,
1191,=+,,H07V-K,BU,"2,5",,=A02+K1.H2-X5:8:2,=Q15+K1.B1-X20:10:2,,,,,,,,
1192,=Q15+K1-W105,"?LFLEX? CLASSIC 110 3x2,5 mm?",,GNYE,"1,5",5 m,=Q15+K1.B1-X20:PE:1,=Q15+K1.G1-G5:PE,,,,,,,,
1193,=Q15+I1-W102.1,H07V-K 1x16 mm?,,GNYE,"16,00",5 m,=Q15+K1.G1-G5:PE,=A01+S1-W0:PE,,,,,,,,
1194,=+,,H05V-K,BU,"0,5",,=Q15+K1.G1-G5:INTL.1,=Q15+K1.G1-G5:INTL.2,,,,,,,,
1195,=+,,H05V-K,BU,"0,5",,=Q15+K1.H2-F15:11,=Q15+K1.B1-A2:15,,,,,,,,
1196,=Q15+K1-W450,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,WH,"0,25",3 m,=Q15+K1.B1-A25:X1.1,=Q15+K1.G1-G5:ANALOG.1,,,,,,,,
1197,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-U1:.10,=Q15+K1.B1-A25:X2.1,,,,,,,,
1198,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-A1:16,=Q15+K1.B1-U1:.1,,,,,,,,
1199,=Q15+K1-W450,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,BN,"0,25",3 m,=Q15+K1.B1-A25:X1.2,=Q15+K1.G1-G5:ANALOG.2,,,,,,,,
1200,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-U1:.11,=Q15+K1.B1-A25:X2.2,,,,,,,,
1201,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-A1:15,=Q15+K1.B1-U1:.2,,,,,,,,
1202,=Q15+K1-W450,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,GN,"0,25",3 m,=Q15+K1.B1-A25:X1.3,=Q15+K1.G1-G5:ANALOG.3,,,,,,,,
1203,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-U1:.12,=Q15+K1.B1-A25:X2.3,,,,,,,,
1204,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-U1:.12,=Q15+K1.B1-W5(-P2):P2:6,,,,,,,,
1205,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-W5(-P2):P2:6,=Q15+K1.B1-U1:.3,,,,,,,,
1206,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-U1:.3,=Q15+K1.B1-U1:.6,,,,,,,,
1207,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-W5(-P1):P1:5,=Q15+K1.B1-U1:.9,,,,,,,,
1208,=Q15+K1-W450,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,GY,"0,25",3 m,=Q15+K1.B1-A25:X1.5,=Q15+K1.G1-G5:ANALOG.5,,,,,,,,
1209,=Q15+K1-W450,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,GYBN,"0,25",10 m,=Q15+K1.G1-G5:ANALOG.18,=Q15+K1.B1-A25:X1.18,,,,,,,,
1210,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-U2:.1,=Q15+K1.B1-A25:X2.18,,,,,,,,
1211,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-A2:16,=Q15+K1.B1-U2:.10,,,,,,,,
1212,=Q15+K1-W450,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,PK,"0,25",3 m,=Q15+K1.B1-A25:X1.6,=Q15+K1.G1-G5:ANALOG.6,,,,,,,,
1213,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-U2:.3,=Q15+K1.B1-A25:X2.6,,,,,,,,
1214,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-U2:.3,=Q15+K1.B1-W5(-P2):P2:7,,,,,,,,
1215,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-W5(-P2):P2:7,=Q15+K1.B1-U2:.12,,,,,,,,
1216,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-U2:.12,=Q15+K1.B1-U2:.6,,,,,,,,
1217,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-W5(-P1):P1:6,=Q15+K1.B1-U2:.9,,,,,,,,
1218,=Q15+K1-W450,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,WHGN,"0,25",10 m,=Q15+K1.G1-G5:ANALOG.13,=Q15+K1.B1-A25:X1.13,,,,,,,,
1219,=Q15+K1-W450,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,WHYE,"0,25",10 m,=Q15+K1.G1-G5:ANALOG.15,=Q15+K1.B1-A25:X1.15,,,,,,,,
1220,=Q15+K1-W450,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,BU,"0,25",3 m,=Q15+K1.B1-A25:X1.7,=Q15+K1.G1-G5:ANA.7,,,,,,,,
1221,=Q15+K1-W450,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,GYPK,"0,25",10 m,=Q15+K1.G1-G5:ANA.11,=Q15+K1.B1-A25:X1.11,,,,,,,,
1222,=Q15+K1-W450,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,WHPK,"0,25",10 m,=Q15+K1.G1-G5:ANA.19,=Q15+K1.B1-A25:X1.19,,,,,,,,
1223,=Q15+K1-W450,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,WHBU,"0,25",10 m,=Q15+K1.G1-G5:ANA.21,=Q15+K1.B1-A25:X1.21,,,,,,,,
1224,=Q15+K1-W450,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,BNGN,"0,25",10 m,=Q15+K1.G1-G5:ANA.14,=Q15+K1.B1-A25:X1.14,,,,,,,,
1225,=Q15+K1-W450,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,YEBN,"0,25",10 m,=Q15+K1.G1-G5:ANA.16,=Q15+K1.B1-A25:X1.16,,,,,,,,
1226,=Q15+K1-W450,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,WHRD,"0,25",10 m,=Q15+K1.G1-G5:ANA.23,=Q15+K1.B1-A25:X1.23,,,,,,,,
1227,=Q15+K1-W450,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,BNRD,"0,25",10 m,=Q15+K1.G1-G5:ANA.24,=Q15+K1.B1-A25:X1.24,,,,,,,,
1228,=Q15+K1-W450,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,SHIELD,,,,,,,,,,,,
1229,=Q15+K1-W450,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,Schirm,,,,,,,,,,,,
1230,=Q15+K1-W451,"UNITRONIC? LiYCY (TP) 8x0,5",,WH,"0,5",3 m,=Q15+K1.B1-A8:1,=Q15+K1.B1-A25:X2.7,,,,,,,,
1231,=Q15+K1-W451,"UNITRONIC? LiYCY (TP) 8x0,5",,BN,"0,5",3 m,=Q15+K1.B1-A8,=Q15+K1.B1-A25:X2.11,,,,,,,,
1232,=Q15+K1-W451,"UNITRONIC? LiYCY (TP) 8x0,5",,GN,"0,5",3 m,=Q15+K1.B1-A8:5,=Q15+K1.B1-A25:X2.19,,,,,,,,
1233,=Q15+K1-W451,"UNITRONIC? LiYCY (TP) 8x0,5",,YE,"0,5",3 m,=Q15+K1.B1-A8,=Q15+K1.B1-A25:X2.21,,,,,,,,
1234,=Q15+K1-W451,"UNITRONIC? LiYCY (TP) 8x0,5",,GY,"0,5",3 m,=Q15+K1.B1-A7:1,=Q15+K1.B1-A25:X2.14,,,,,,,,
1235,=Q15+K1-W451,"UNITRONIC? LiYCY (TP) 8x0,5",,PK,"0,5",3 m,=Q15+K1.B1-A7,=Q15+K1.B1-A25:X2.16,,,,,,,,
1236,=Q15+K1-W451,"UNITRONIC? LiYCY (TP) 8x0,5",,RD,"0,5",3 m,=Q15+K1.B1-A7:5,=Q15+K1.B1-A25:X2.23,,,,,,,,
1237,=Q15+K1-W451,"UNITRONIC? LiYCY (TP) 8x0,5",,BU,"0,5",3 m,=Q15+K1.B1-A7,=Q15+K1.B1-A25:X2.24,,,,,,,,
1238,=Q15+K1-W451,"UNITRONIC? LiYCY (TP) 8x0,5",,Schirm,,,,,,,,,,,,
1239,=Q15+K1-W451,"UNITRONIC? LiYCY (TP) 8x0,5",,Shield,,,,,,,,,,,,
1240,=Q15+S1-W111.1,9 PIN SDA,,,,,=Q15+S1-A3,=Q15+K1.G1-G4,,,,,,,,
1241,=+,,H05V-K,BU,"0,5",,=Q15+S1-A3,=Q15+S1-A2,,,,,,,,
1242,=Q15+I1-W111,Coaxial Cable,,coax,,,=Q15+S1-A3,=Q15+K1.G1-G4,,,,,,,,
1243,=+,,H05V-K,BU,"0,5",,=Q15+S1-A3,=+:RF S IN,,,,,,,,
1244,=Q15+I1-W112,Coaxial Cable,,BK,"2,50",,=Q15+S1-A2:A1,=Q15+K1.G1-G5,,,,,,,,
1245,=+,,H05V-K,BK,"2,50",,=+:ACCEL,=Q15+S1-A2:A2,,,,,,,,
1246,=Q15+I1-W113,Coaxial Cable,,BK,"2,50",,=Q15+S1-A2:B1,=Q15+K1.G1-G5,,,,,,,,
1247,=+,,H05V-K,BK,"2,50",,=+:BEAM,=Q15+S1-A2:B2,,,,,,,,
1248,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-A1:11,=Q15+K1.B1-X21:1:4,,,,,,,,
1249,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-W5(-P2):P2:1,=Q15+K1.B1-X21:2:5,,,,,,,,
1250,=Q15+I1-W114,Coaxial Cable,,coax,,,=+:RF IN,=Q15+K1.G1-G1,,,,,,,,
1251,=Q15+I1-W115,"?LFLEX? CLASSIC 110 CY 5x1,5 mm?",,,,,,,,,,,,,,
1252,=Q15+I1-W115,"?LFLEX? CLASSIC 110 CY 5x1,5 mm?",,,,,,,,,,,,,,
1253,=Q15+I1-W115,"?LFLEX? CLASSIC 110 CY 5x1,5 mm?",,1,"1,5",,=Q15+S1-A1-1,=Q15+K1.B1-X21:1:3,,,,,,,,
1254,=Q15+K1-W210,"?LFLEX? CLASSIC 110 CY 2x1,5 mm?",,2,"1,5",,=+,=Q15+K1.G1-G3:2,,,,,,,,
1255,=Q15+I1-W115,"?LFLEX? CLASSIC 110 CY 5x1,5 mm?",,2,"1,5",,=Q15+S1-A1-2,=Q15+K1.B1-X21:2:2,,,,,,,,
1256,=Q15+I1-W115,"?LFLEX? CLASSIC 110 CY 5x1,5 mm?",,GNYE,"1,5",,=Q15+S1-A1-3,=Q15+K1.B1-X21:PE:1,,,,,,,,
1257,=Q15+I1-W115,"?LFLEX? CLASSIC 110 CY 5x1,5 mm?",,3,"1,5",,=Q15+S1-A1-4,=Q15+K1.B1-X21:3:2,,,,,,,,
1258,=Q15+K1-W211,"?LFLEX? CLASSIC 110 CY 2x1,5 mm?",,2,"1,5",,=Q15+K1.B1-X21:4:4,=Q15+K1.G1-G2:2,,,,,,,,
1259,=Q15+I1-W115,"?LFLEX? CLASSIC 110 CY 5x1,5 mm?",,4,"1,5",,=Q15+S1-A1-5,=Q15+K1.B1-X21:4:3,,,,,,,,
1260,=Q15+K1-W211,"?LFLEX? CLASSIC 110 CY 2x1,5 mm?",,,,,,,,,,,,,,
1261,=Q15+K1-W210,"?LFLEX? CLASSIC 110 CY 2x1,5 mm?",,1,"1,5",,=Q15+K1.G1-G3:1,=Q15+K1.B1-X21:3:5,,,,,,,,
