connection_number,source_name,source_location,source_type,target_name,target_location,target_type,wire_color
460,=M01+K1.H1-U1:S7/EB,,panel,=M01+K1.H1-U1:S6,,panel,BU
460,=M01+K1.H1-U1:S6,,panel,=M01+K1.H1-U1:S7/EB,,panel,BU
461,=O01+K1.B1-V2:3,,panel,=O01+K1.B1-W5(-P2):X1:1,,panel,BU
461,=O01+K1.B1-W5(-P2):X1:1,,panel,=O01+K1.B1-V2:3,,panel,BU
462,=O01+K1.B1-V2:1,,panel,=Q01+K1.B1-A1:9,,PLC,BU
462,=Q01+K1.B1-A1:9,,PLC,=O01+K1.B1-V2:1,,panel,BU
463,=O01+K1.B1-V2:21,,panel,=O01+K1.B1-V2:1,,panel,BU
463,=O01+K1.B1-V2:1,,panel,=O01+K1.B1-V2:21,,panel,BU
464,=A02+K1.B1-X20-X20.4F:18,,panel,=O01+K1.B1-W5(-P2):X1:2,,panel,BU
464,=O01+K1.B1-W5(-P2):X1:2,,panel,=A02+K1.B1-X20-X20.4F:18,,panel,BU
465,=V01+K1.B1-K4:14,,panel,=A02+K1.B1-X20-X20.4F:18,,panel,BU
465,=A02+K1.B1-X20-X20.4F:18,,panel,=V01+K1.B1-K4:14,,panel,BU
466,=O01+K1.B1-K4:12,,panel,=O01+K1.B1-V2:2,,panel,BU
466,=O01+K1.B1-V2:2,,panel,=O01+K1.B1-K4:12,,panel,BU
47,=A01+K1.H2-X1:6:2,,panel,=A02+K1.H2-X5:N:5,,panel,BU
47,=A02+K1.H2-X5:N:5,,panel,=A01+K1.H2-X1:6:2,,panel,BU
475,=A02+K1.B1-X20-X20.4F:17,,panel,=V01+K1.B1-K4:11,,panel,BU
475,=V01+K1.B1-K4:11,,panel,=A02+K1.B1-X20-X20.4F:17,,panel,BU
478,=O01+K1.B1-W5(-P2):X1:3,,panel,=O01+K1.B1-K1:0,,panel,BU
478,=O01+K1.B1-K1:0,,panel,=O01+K1.B1-W5(-P2):X1:3,,panel,BU
479,=O01+K1.B1-K1:A,,panel,=V01+K1.B1-K4:A2,,panel,BU
479,=V01+K1.B1-K4:A2,,panel,=O01+K1.B1-K1:A,,panel,BU
48,=A01+K1.H2-X1:PE:1,,panel,=A01+K1.B1-X20:PE,,panel,GNYE
48,=A01+K1.B1-X20:PE,,panel,=A01+K1.H2-X1:PE:1,,panel,GNYE
486,=A02+K1.B1-X20-X20.4F:21,,panel,=Q01+K1.B1-W5(-P1):X1:2,,panel,BU
486,=Q01+K1.B1-W5(-P1):X1:2,,panel,=A02+K1.B1-X20-X20.4F:21,,panel,BU
489,=A02+K1.B1-X20-X20.4F:22,,panel,=V01+K1.B1-A1:2,,PLC,BU
489,=V01+K1.B1-A1:2,,PLC,=A02+K1.B1-X20-X20.4F:22,,panel,BU
49,=A01+K1.E1-E1:L,,panel,=A01+K1.H2-X1:7:4,,panel,BN
49,=A01+K1.H2-X1:7:4,,panel,=A01+K1.E1-E1:L,,panel,BN
491,=O01+K1.B1-W5(-P2):X1:4,,panel,=Q15+K1.B1-K1:A2,,panel,BU
491,=Q15+K1.B1-K1:A2,,panel,=O01+K1.B1-W5(-P2):X1:4,,panel,BU
492,=Q15+K1.B1-K1:A1,,panel,=Q15+K1.B1-A1:16,,PLC,BU
492,=Q15+K1.B1-A1:16,,PLC,=Q15+K1.B1-K1:A1,,panel,BU
497,=V01+K1.B1-K4:A1,,panel,=V01+K1.B1-A1:1,,PLC,BU
497,=V01+K1.B1-A1:1,,PLC,=V01+K1.B1-K4:A1,,panel,BU
498,=A02+K1.B1-X20-X20.4F:20,,panel,=V01+K1.B1-A1:1,,PLC,BU
498,=V01+K1.B1-A1:1,,PLC,=A02+K1.B1-X20-X20.4F:20,,panel,BU
499,=A02+K1.B1-X20-X20.4F:19,,panel,=O01+K1.B1-K1:+,,panel,BU
499,=O01+K1.B1-K1:+,,panel,=A02+K1.B1-X20-X20.4F:19,,panel,BU
5,=V01+K1.H2-Q1:T2,,panel,=A01+K1.H2-W0:L2,,panel,BK
5,=A01+K1.H2-W0:L2,,panel,=V01+K1.H2-Q1:T2,,panel,BK
50,=A01+K1.H2-X1:PE:1,,panel,=A01+K1.E1-E1:PE,,panel,GNYE
50,=A01+K1.E1-E1:PE,,panel,=A01+K1.H2-X1:PE:1,,panel,GNYE
500,=A02+K1.B1-X20-X20.4F:19,,panel,=Q01+K1.B1-W5(-P1):X1:1,,panel,BU
500,=Q01+K1.B1-W5(-P1):X1:1,,panel,=A02+K1.B1-X20-X20.4F:19,,panel,BU
501,=A02+K1.B1-X21-X21.1F:23,,panel,=V01+K1.B1-A1:5,,PLC,BU
501,=V01+K1.B1-A1:5,,PLC,=A02+K1.B1-X21-X21.1F:23,,panel,BU
502,=A02+K1.B1-X21-X21.1F:23,,panel,=V01+K1.B1-A4:6,,PLC,BU
502,=V01+K1.B1-A4:6,,PLC,=A02+K1.B1-X21-X21.1F:23,,panel,BU
504,=V01+K1.B1-W6(-P2):X1:4,,panel,=V01+K1.B1-W5(-P2):X1:9,,panel,BU
504,=V01+K1.B1-W5(-P2):X1:9,,panel,=V01+K1.B1-W6(-P2):X1:4,,panel,BU
505,=O01+K1.B1-W5(-P1):X1:6,,panel,=V01+K1.B1-A2:2,,PLC,BU
505,=V01+K1.B1-A2:2,,PLC,=O01+K1.B1-W5(-P1):X1:6,,panel,BU
506,=V01+K1.B1-W5(-P2):X1:8,,panel,=V01+K1.B1-A2:7,,PLC,BU
506,=V01+K1.B1-A2:7,,PLC,=V01+K1.B1-W5(-P2):X1:8,,panel,BU
507,=O02+K1.G1-D2:L,,panel,=P01+K1.G1-E1:X3:L,,panel,BK
507,=P01+K1.G1-E1:X3:L,,panel,=O02+K1.G1-D2:L,,panel,BK
51,=A01+K1.E1-E1:N,,panel,=A01+K1.H2-X1:8:5,,panel,BU
51,=A01+K1.H2-X1:8:5,,panel,=A01+K1.E1-E1:N,,panel,BU
510,=P01+K1.B1-A0.10:3:3,,PLC,=O02+K1.G1-D2:RJ45,,panel,GN
510,=O02+K1.G1-D2:RJ45,,panel,=P01+K1.B1-A0.10:3:3,,PLC,GN
511,=S02+K1.B1-A1:3,,PLC,=Q01+K1.B1-X9:1:4,,panel,BU
511,=Q01+K1.B1-X9:1:4,,panel,=S02+K1.B1-A1:3,,PLC,BU
512,=O02+K1.G1-D2-X6:7,,panel,=Q01+K1.B1-X9:1:3,,panel,BN
512,=Q01+K1.B1-X9:1:3,,panel,=O02+K1.G1-D2-X6:7,,panel,BN
513,=V01+K1.B1-W5(-P1):P1:2,,panel,=Q01+K1.B1-X9:2:5,,panel,BU
513,=Q01+K1.B1-X9:2:5,,panel,=V01+K1.B1-W5(-P1):P1:2,,panel,BU
514,=O02+K1.G1-D2-X6:8,,panel,=Q01+K1.B1-X9:2:2,,panel,WH
514,=Q01+K1.B1-X9:2:2,,panel,=O02+K1.G1-D2-X6:8,,panel,WH
515,=Q01+K1.B1-X9:3:4,,panel,=V01+K1.B1-W5(-P2):P2:2,,panel,BU
515,=V01+K1.B1-W5(-P2):P2:2,,panel,=Q01+K1.B1-X9:3:4,,panel,BU
516,=O02+K1.G1-D2-X6:9,,panel,=Q01+K1.B1-X9:3:3,,panel,GN
516,=Q01+K1.B1-X9:3:3,,panel,=O02+K1.G1-D2-X6:9,,panel,GN
52,=A01+K1.H2-X1:8:2,,panel,=A02+K1.H2-X5:N:5,,panel,BU
52,=A02+K1.H2-X5:N:5,,panel,=A01+K1.H2-X1:8:2,,panel,BU
522,=A02+K1.B1-X20-X20.5F:1,,panel,=O02+K1.G1-D2-X2:.1,,panel,WH
522,=O02+K1.G1-D2-X2:.1,,panel,=A02+K1.B1-X20-X20.5F:1,,panel,WH
523,=A02+K1.B1-X20-X20.5F:2,,panel,=O02+K1.G1-D2-X2:.2,,panel,BN
523,=O02+K1.G1-D2-X2:.2,,panel,=A02+K1.B1-X20-X20.5F:2,,panel,BN
527,=A02+K1.B1-X20-X20.5F:3,,panel,=O02+K1.G1-D2-X2:.6,,panel,GY
527,=O02+K1.G1-D2-X2:.6,,panel,=A02+K1.B1-X20-X20.5F:3,,panel,GY
528,=A02+K1.B1-X20-X20.5F:4,,panel,=O02+K1.G1-D2-X2:.7,,panel,PK
528,=O02+K1.G1-D2-X2:.7,,panel,=A02+K1.B1-X20-X20.5F:4,,panel,PK
53,=A01+K1.H1-G2-L+,,panel,=A01+K1.B1-W7(-P1):P1:1,,panel,OG
53,=A01+K1.B1-W7(-P1):P1:1,,panel,=A01+K1.H1-G2-L+,,panel,OG
534,=A02+K1.B1-X20-X20.5F:5,,panel,=O02+K1.G1-D2-X2:.4,,panel,GN
534,=O02+K1.G1-D2-X2:.4,,panel,=A02+K1.B1-X20-X20.5F:5,,panel,GN
535,=A02+K1.B1-X20-X20.5F:6,,panel,=O02+K1.G1-D2-X2:.5,,panel,YE
535,=O02+K1.G1-D2-X2:.5,,panel,=A02+K1.B1-X20-X20.5F:6,,panel,YE
539,=A02+K1.B1-X20-X20.5F:7,,panel,=O02+K1.G1-D2-X2:.8,,panel,RD
539,=O02+K1.G1-D2-X2:.8,,panel,=A02+K1.B1-X20-X20.5F:7,,panel,RD
54,=A01+K1.H1-G2-L,,panel,=V01+K1.H2-F1:2,,panel,OG
54,=V01+K1.H2-F1:2,,panel,=A01+K1.H1-G2-L,,panel,OG
540,=A02+K1.B1-X20-X20.5F:8,,panel,=O02+K1.G1-D2-X2:.9,,panel,BU
540,=O02+K1.G1-D2-X2:.9,,panel,=A02+K1.B1-X20-X20.5F:8,,panel,BU
541,=Q01+K1.B1-X9:4:5,,panel,=V01+K1.B1-W5(-P2):P2:2,,panel,BU
541,=V01+K1.B1-W5(-P2):P2:2,,panel,=Q01+K1.B1-X9:4:5,,panel,BU
542,=O02+K1.G1-D2-X5:1,,panel,=Q01+K1.B1-X9:4:2,,panel,WH
542,=Q01+K1.B1-X9:4:2,,panel,=O02+K1.G1-D2-X5:1,,panel,WH
543,=O02+K1.G1-D2-X5:2,,panel,=Q01+K1.B1-X9:4:2,,panel,BN
543,=Q01+K1.B1-X9:4:2,,panel,=O02+K1.G1-D2-X5:2,,panel,BN
544,=V01+K1.B1-W5(-P1):P1:2,,panel,=Q01+K1.B1-X9:5:4,,panel,BU
544,=Q01+K1.B1-X9:5:4,,panel,=V01+K1.B1-W5(-P1):P1:2,,panel,BU
545,=O02+K1.G1-D2-X5:4,,panel,=Q01+K1.B1-X9:5:3,,panel,YE
545,=Q01+K1.B1-X9:5:3,,panel,=O02+K1.G1-D2-X5:4,,panel,YE
546,=O02+K1.G1-D2-X5:5,,panel,=Q01+K1.B1-X9:5:3,,panel,GN
546,=Q01+K1.B1-X9:5:3,,panel,=O02+K1.G1-D2-X5:5,,panel,GN
549,=O02+K1.H1-A20-X4:3,,PLC,=O02+K1.G1-D2:X4.4,,panel,WH
549,=O02+K1.G1-D2:X4.4,,panel,=O02+K1.H1-A20-X4:3,,PLC,WH
55,=V01+K1.H2-F1:1,,panel,=A01+K1.H2-X1:9:4,,panel,OG
55,=A01+K1.H2-X1:9:4,,panel,=V01+K1.H2-F1:1,,panel,OG
550,=O02+K1.H1-A20-X4:1,,PLC,=O02+K1.G1-D2:X4.3,,panel,BN
550,=O02+K1.G1-D2:X4.3,,panel,=O02+K1.H1-A20-X4:1,,PLC,BN
551,=O02+K1.H1-A20-X4:7,,PLC,=O02+K1.G1-D2:X4.5,,panel,GN
551,=O02+K1.G1-D2:X4.5,,panel,=O02+K1.H1-A20-X4:7,,PLC,GN
552,=O02+K1.H1-A20-X4:5,,PLC,=O02+K1.G1-D2:X4.1,,panel,YE
552,=O02+K1.G1-D2:X4.1,,panel,=O02+K1.H1-A20-X4:5,,PLC,YE
554,=O02+K1.H1-A20-X1:2,,PLC,=V01+K1.B1-W5(-P1):P1:2,,panel,BU
554,=V01+K1.B1-W5(-P1):P1:2,,panel,=O02+K1.H1-A20-X1:2,,PLC,BU
555,=O02+K1.B1-O01-W5(-P2):P2:2,,panel,=O02+K1.H1-A20-X1:4,,PLC,BU
555,=O02+K1.H1-A20-X1:4,,PLC,=O02+K1.B1-O01-W5(-P2):P2:2,,panel,BU
558,=O02+K1.H1-A20-X2:3,,PLC,=A02+K1.B1-X20-X20.5F:9,,panel,WH
558,=A02+K1.B1-X20-X20.5F:9,,panel,=O02+K1.H1-A20-X2:3,,PLC,WH
56,=A01+K1.H2-X1:9:3,,panel,=P01+K1.G1-E1:X4:L,,panel,BN
56,=P01+K1.G1-E1:X4:L,,panel,=A01+K1.H2-X1:9:3,,panel,BN
560,=O02+K1.H1-A20-X2:2,,PLC,=A02+K1.B1-X20-X20.5F:10,,panel,BN
560,=A02+K1.B1-X20-X20.5F:10,,panel,=O02+K1.H1-A20-X2:2,,PLC,BN
562,=O02+K1.H1-A20-X2:1,,PLC,=A02+K1.B1-X20-X20.5F:11,,panel,GN
562,=A02+K1.B1-X20-X20.5F:11,,panel,=O02+K1.H1-A20-X2:1,,PLC,GN
564,=O02+K1.H1-A20-X2:9,,PLC,=A02+K1.B1-X20-X20.5F:12,,panel,YE
564,=A02+K1.B1-X20-X20.5F:12,,panel,=O02+K1.H1-A20-X2:9,,PLC,YE
566,=O02+K1.H1-A20-X2:7,,PLC,=A02+K1.B1-X20-X20.5F:13,,panel,GY
566,=A02+K1.B1-X20-X20.5F:13,,panel,=O02+K1.H1-A20-X2:7,,PLC,GY
568,=O02+K1.H1-A20-X2:6,,PLC,=A02+K1.B1-X20-X20.5F:14,,panel,PK
568,=A02+K1.B1-X20-X20.5F:14,,panel,=O02+K1.H1-A20-X2:6,,PLC,PK
57,=A01+K1.H1-G2-N,,panel,=A01+K1.H2-X1:10:5,,panel,OG
57,=A01+K1.H2-X1:10:5,,panel,=A01+K1.H1-G2-N,,panel,OG
570,=O02+K1.H1-A20-X2:4,,PLC,=A02+K1.B1-X20-X20.5F:15,,panel,RD
570,=A02+K1.B1-X20-X20.5F:15,,panel,=O02+K1.H1-A20-X2:4,,PLC,RD
572,=O02+K1.H1-A20-X2:5,,PLC,=A02+K1.B1-X20-X20.5F:16,,panel,BU
572,=A02+K1.B1-X20-X20.5F:16,,panel,=O02+K1.H1-A20-X2:5,,PLC,BU
576,=A02+S1-A21-X1:7,,PLC,=A02+K1.B1-X20-X20.1M:7,,panel,BU
576,=A02+K1.B1-X20-X20.1M:7,,panel,=A02+S1-A21-X1:7,,PLC,BU
577,=A02+K1.B1-X20-X20.1F:7,,panel,=V01+K1.B1-A1:10,,PLC,BU
577,=V01+K1.B1-A1:10,,PLC,=A02+K1.B1-X20-X20.1F:7,,panel,BU
578,=A02+S1-A21-X1:8,,PLC,=A02+K1.B1-X20-X20.1M:8,,panel,RD
578,=A02+K1.B1-X20-X20.1M:8,,panel,=A02+S1-A21-X1:8,,PLC,RD
579,=A02+K1.B1-X20-X20.1F:8,,panel,=V01+K1.B1-A1:11,,PLC,BU
579,=V01+K1.B1-A1:11,,PLC,=A02+K1.B1-X20-X20.1F:8,,panel,BU
58,=A01+K1.H2-X1:10:2,,panel,=P01+K1.G1-E1:X4:N,,panel,BU
58,=P01+K1.G1-E1:X4:N,,panel,=A01+K1.H2-X1:10:2,,panel,BU
580,=O02+K1.H1-A20-X3:5,,PLC,=V01+K1.B1-W5(-P2):P2:1,,panel,BU
580,=V01+K1.B1-W5(-P2):P2:1,,panel,=O02+K1.H1-A20-X3:5,,PLC,BU
581,=O02+K1.H1-A20-X3:3,,PLC,=V01+K1.B1-A2:1,,PLC,WH
581,=V01+K1.B1-A2:1,,PLC,=O02+K1.H1-A20-X3:3,,PLC,WH
582,=O02+K1.H1-A20-X3:1,,PLC,=V01+K1.B1-A2:5,,PLC,BN
582,=V01+K1.B1-A2:5,,PLC,=O02+K1.H1-A20-X3:1,,PLC,BN
583,=O02+K1.H1-A20-X3:7,,PLC,=V01+K1.B1-A2:4,,PLC,GN
583,=V01+K1.B1-A2:4,,PLC,=O02+K1.H1-A20-X3:7,,PLC,GN
584,=P01+K1.G1-E1:X1:L,,panel,=P01+K1.G1-D1:L,,panel,BK
584,=P01+K1.G1-D1:L,,panel,=P01+K1.G1-E1:X1:L,,panel,BK
585,=P01+K1.G1-E1:X0:L,,panel,=A01+K1.B1-X20:L,,panel,BN
585,=A01+K1.B1-X20:L,,panel,=P01+K1.G1-E1:X0:L,,panel,BN
59,=A01+K1.B1-W7(-P2):P2:1,,panel,=A01+K1.H1-G2-L-,,panel,OG
59,=A01+K1.H1-G2-L-,,panel,=A01+K1.B1-W7(-P2):P2:1,,panel,OG
590,=P01+K1.G1-E1:USB,,panel,=P01+K1.G1-D1:USB1,,panel,4-pol. USB
590,=P01+K1.G1-D1:USB1,,panel,=P01+K1.G1-E1:USB,,panel,4-pol. USB
595,=P01+K1.G1-E1:X2:L,,panel,=P01+K1.G2-P1:L,,panel,BK
595,=P01+K1.G2-P1:L,,panel,=P01+K1.G1-E1:X2:L,,panel,BK
599,=P01+K1.B1-A0.10:1:1,,PLC,=P01+K1.G1-D1:RJ45,,panel,BU
599,=P01+K1.G1-D1:RJ45,,panel,=P01+K1.B1-A0.10:1:1,,PLC,BU
6,=V01+K1.H2-Q1:L2,,panel,=A01+K1.H2-F0:4,,panel,BK
6,=A01+K1.H2-F0:4,,panel,=V01+K1.H2-Q1:L2,,panel,BK
60,=A01+K1.H2-X1:PE:1,,panel,=A01+K1.H1-G2-PE,,panel,GNYE
60,=A01+K1.H1-G2-PE,,panel,=A01+K1.H2-X1:PE:1,,panel,GNYE
600,=A02+K1.A1-X21:Ethernet,,panel,=P01+K1.G1-D1:RJ45,,panel,GN
600,=P01+K1.G1-D1:RJ45,,panel,=A02+K1.A1-X21:Ethernet,,panel,GN
601,=P01+K1.H1-D2:+,,panel,=Q01+K1.B1-X9:1:4,,panel,1
601,=Q01+K1.B1-X9:1:4,,panel,=P01+K1.H1-D2:+,,panel,1
602,=V01+K1.B1-V1:2.1,,panel,=Q01+K1.B1-X9:1:3,,panel,BU
602,=Q01+K1.B1-X9:1:3,,panel,=V01+K1.B1-V1:2.1,,panel,BU
603,=P01+K1.B1-V1:1.1,,panel,=A01+K1.B1-W7(-P1):P1:2,,panel,BU
603,=A01+K1.B1-W7(-P1):P1:2,,panel,=P01+K1.B1-V1:1.1,,panel,BU
605,=P01+K1.H1-D2:-,,panel,=Q01+K1.B1-X9:2:5,,panel,2
605,=Q01+K1.B1-X9:2:5,,panel,=P01+K1.H1-D2:-,,panel,2
606,=A01+K1.B1-W7(-P2):P2:2,,panel,=Q01+K1.B1-X9:2:2,,panel,BU
606,=Q01+K1.B1-X9:2:2,,panel,=A01+K1.B1-W7(-P2):P2:2,,panel,BU
607,=A01+K1.B1-W7(-P2):P2:2,,panel,=P01+K1.B1-V1:3.1,,panel,BU
607,=P01+K1.B1-V1:3.1,,panel,=A01+K1.B1-W7(-P2):P2:2,,panel,BU
608,=P01+K1.H1-D2-LAN-A,,panel,=P01+K1.G1-D1:RJ45,,panel,GN
608,=P01+K1.G1-D1:RJ45,,panel,=P01+K1.H1-D2-LAN-A,,panel,GN
609,=P01+K1.B1-A0.10:US:1,,PLC,=A01+K1.B1-W7(-P1):P1:1,,panel,BU
609,=A01+K1.B1-W7(-P1):P1:1,,panel,=P01+K1.B1-A0.10:US:1,,PLC,BU
61,=A01+K1.H1-G2-PE:PE,,panel,=A02+K1.H2-X6:2:2,,panel,GNYE
61,=A02+K1.H2-X6:2:2,,panel,=A01+K1.H1-G2-PE:PE,,panel,GNYE
610,=P01+K1.B1-A0.10:US:2,,PLC,=A01+K1.B1-W7(-P2):P2:1,,panel,BU
610,=A01+K1.B1-W7(-P2):P2:1,,panel,=P01+K1.B1-A0.10:US:2,,PLC,BU
611,=P01+K1.B1-A0.10:2:2,,PLC,=P01+K1.H1-D2-LAN-A,,panel,GN
611,=P01+K1.H1-D2-LAN-A,,panel,=P01+K1.B1-A0.10:2:2,,PLC,GN
613,=A02+K1.B1-W5(-P1):X3:5,,panel,=P01+K1.B1-A0.0:1,,PLC,BU
613,=P01+K1.B1-A0.0:1,,PLC,=A02+K1.B1-W5(-P1):X3:5,,panel,BU
614,=A02+K1.B1-W5(-P2):X4:7,,panel,=P01+K1.B1-A0.0:5,,PLC,BU
614,=P01+K1.B1-A0.0:5,,PLC,=A02+K1.B1-W5(-P2):X4:7,,panel,BU
615,=A02+K1.B1-W5(-P1):X3:6,,panel,=P01+K1.B1-A0.0:2,,PLC,BU
615,=P01+K1.B1-A0.0:2,,PLC,=A02+K1.B1-W5(-P1):X3:6,,panel,BU
616,=A02+K1.B1-W5(-P2):X4:8,,panel,=P01+K1.B1-A0.0:7,,PLC,BU
616,=P01+K1.B1-A0.0:7,,PLC,=A02+K1.B1-W5(-P2):X4:8,,panel,BU
617,=P01+K1.B1-A0.0:EtherCAT IN,,PLC,=P01+K1.H1-D2-LAN-A,,panel,GN
617,=P01+K1.H1-D2-LAN-A,,panel,=P01+K1.B1-A0.0:EtherCAT IN,,PLC,GN
618,=P01+K1.B1-A0.0:EtherCAT OUT,,PLC,=P01+K1.B1-A0:EtherCAT IN,,PLC,GN
618,=P01+K1.B1-A0:EtherCAT IN,,PLC,=P01+K1.B1-A0.0:EtherCAT OUT,,PLC,GN
62,=A02+K1.H2-X6:3:1,,panel,=A01+K1.H1-G2-L-,,panel,GNYE
62,=A01+K1.H1-G2-L-,,panel,=A02+K1.H2-X6:3:1,,panel,GNYE
621,=P01+K1.B1-A0.2:EtherCAT X2,,PLC,=V01+K1.D2-X11:1,,panel,GN
621,=V01+K1.D2-X11:1,,panel,=P01+K1.B1-A0.2:EtherCAT X2,,PLC,GN
622,=P01+K1.B1-A0.2:EtherCAT X1,,PLC,=M01+K1.H1-U1:IN:1-8,,panel,GN
622,=M01+K1.H1-U1:IN:1-8,,panel,=P01+K1.B1-A0.2:EtherCAT X1,,PLC,GN
624,=A01+K1.B1-W7(-P1):X3:5,,panel,=P01+K1.B1-A0:1,,PLC,BU
624,=P01+K1.B1-A0:1,,PLC,=A01+K1.B1-W7(-P1):X3:5,,panel,BU
625,=A01+K1.B1-W7(-P2):X4:7,,panel,=P01+K1.B1-A0:5,,PLC,BU
625,=P01+K1.B1-A0:5,,PLC,=A01+K1.B1-W7(-P2):X4:7,,panel,BU
626,=P01+K1.B1-A0:2,,PLC,=A02+K1.B1-W5(-P1):X3:6,,panel,BU
626,=A02+K1.B1-W5(-P1):X3:6,,panel,=P01+K1.B1-A0:2,,PLC,BU
627,=P01+K1.B1-A0:7,,PLC,=A02+K1.B1-W5(-P2):X4:8,,panel,BU
627,=A02+K1.B1-W5(-P2):X4:8,,panel,=P01+K1.B1-A0:7,,PLC,BU
628,=Q01+K1.B1-X9:3:4,,panel,=V01+K1.B1-W5(-P1):P1,,panel,BU
628,=V01+K1.B1-W5(-P1):P1,,panel,=Q01+K1.B1-X9:3:4,,panel,BU
629,=Q01+K1.B1-X9:33:4,,panel,=Q01+K1.B1-X9:4:5,,panel,BU
629,=Q01+K1.B1-X9:4:5,,panel,=Q01+K1.B1-X9:33:4,,panel,BU
63,=V01+K1.B1-A5:1,,PLC,=A01+K1.H2-X1:11:4,,panel,1
63,=A01+K1.H2-X1:11:4,,panel,=V01+K1.B1-A5:1,,PLC,1
630,=Q01+K1.B1-X9:41:4,,panel,=Q01+K1.B1-X9:5:4,,panel,BU
630,=Q01+K1.B1-X9:5:4,,panel,=Q01+K1.B1-X9:41:4,,panel,BU
631,=A02+K1.B1-K21:71,,panel,=Q01+K1.B1-X9:7:4,,panel,BU
631,=Q01+K1.B1-X9:7:4,,panel,=A02+K1.B1-K21:71,,panel,BU
632,=P01+S1-A50:X1.1-15,,PLC,=P01+K1.G2-X3:1-15,,panel,1-15
632,=P01+K1.G2-X3:1-15,,panel,=P01+S1-A50:X1.1-15,,PLC,1-15
633,=P01+S1-A50-S6:13,,PLC,=P01+S1-A50-X1:1,,PLC,BU
633,=P01+S1-A50-X1:1,,PLC,=P01+S1-A50-S6:13,,PLC,BU
634,=P01+S1-A50-X1:2,,PLC,=P01+S1-A50-S1:14,,PLC,BU
634,=P01+S1-A50-S1:14,,PLC,=P01+S1-A50-X1:2,,PLC,BU
635,=P01+S1-A50-S2:13,,PLC,=P01+S1-A50-S1:13,,PLC,BU
635,=P01+S1-A50-S1:13,,PLC,=P01+S1-A50-S2:13,,PLC,BU
636,=P01+S1-A50-S6:14,,PLC,=P01+S1-A50-S2:13,,PLC,BU
636,=P01+S1-A50-S2:13,,PLC,=P01+S1-A50-S6:14,,PLC,BU
637,=P01+S1-A50-S3:13,,PLC,=P01+S1-A50-S6:14,,PLC,BU
637,=P01+S1-A50-S6:14,,PLC,=P01+S1-A50-S3:13,,PLC,BU
638,=P01+S1-A50-S4:13,,PLC,=P01+S1-A50-S3:13,,PLC,BU
638,=P01+S1-A50-S3:13,,PLC,=P01+S1-A50-S4:13,,PLC,BU
639,=P01+S1-A50-S5:11,,PLC,=P01+S1-A50-S4:13,,PLC,BU
639,=P01+S1-A50-S4:13,,PLC,=P01+S1-A50-S5:11,,PLC,BU
64,=A01+K1.H2-X1:11:3,,panel,=V01+K1.H2-Q1:T1,,panel,BK
64,=V01+K1.H2-Q1:T1,,panel,=A01+K1.H2-X1:11:3,,panel,BK
640,=P01+S1-A50-X1:3,,PLC,=P01+S1-A50-S2:14,,PLC,BU
640,=P01+S1-A50-S2:14,,PLC,=P01+S1-A50-X1:3,,PLC,BU
641,=P01+S1-A50-X1:4,,PLC,=P01+S1-A50-S3:14,,PLC,BU
641,=P01+S1-A50-S3:14,,PLC,=P01+S1-A50-X1:4,,PLC,BU
642,=P01+S1-A50-X1:5,,PLC,=P01+S1-A50-S4:14,,PLC,BU
642,=P01+S1-A50-S4:14,,PLC,=P01+S1-A50-X1:5,,PLC,BU
643,=P01+S1-A50-X1:6,,PLC,=P01+S1-A50-S5:14,,PLC,BU
643,=P01+S1-A50-S5:14,,PLC,=P01+S1-A50-X1:6,,PLC,BU
644,=P01+S1-A50-X1:7,,PLC,=P01+S1-A50-S5:12,,PLC,BU
644,=P01+S1-A50-S5:12,,PLC,=P01+S1-A50-X1:7,,PLC,BU
645,=V01+K1.B1-A3:12,,PLC,=A02+K1.B1-K21:72,,panel,BU
645,=A02+K1.B1-K21:72,,panel,=V01+K1.B1-A3:12,,PLC,BU
647,=Q01+K1.G1-G1:A,,panel,=Q01+K1.B1-X20:1:2,,panel,1
647,=Q01+K1.B1-X20:1:2,,panel,=Q01+K1.G1-G1:A,,panel,1
648,=Q01+K1.B1-X20:1:1,,panel,=V01+K1.H2-Q1:T1,,panel,BK
648,=V01+K1.H2-Q1:T1,,panel,=Q01+K1.B1-X20:1:1,,panel,BK
649,=A02+K1.H2-W2:2L1,,panel,=V01+K1.H2-Q1:L1,,panel,direkt verbunden
649,=V01+K1.H2-Q1:L1,,panel,=A02+K1.H2-W2:2L1,,panel,direkt verbunden
65,=Q01+K1.H1-G2:L1,,panel,=V01+K1.H2-Q1:T1,,panel,BK
65,=V01+K1.H2-Q1:T1,,panel,=Q01+K1.H1-G2:L1,,panel,BK
650,=Q01+K1.G1-G1:B,,panel,=Q15+K1.B1-X20:2:2,,panel,2
650,=Q15+K1.B1-X20:2:2,,panel,=Q01+K1.G1-G1:B,,panel,2
651,=Q01+K1.B1-X20:2:1,,panel,=V01+K1.H2-Q1:T2,,panel,BK
651,=V01+K1.H2-Q1:T2,,panel,=Q01+K1.B1-X20:2:1,,panel,BK
652,=A02+K1.H2-W2:2L2,,panel,=V01+K1.H2-Q1:L2,,panel,direkt verbunden
652,=V01+K1.H2-Q1:L2,,panel,=A02+K1.H2-W2:2L2,,panel,direkt verbunden
653,=Q01+K1.G1-G1:C,,panel,=Q01+K1.B1-X20:3:2,,panel,3
