Consecutive number,"Connection
device identifier(full)","cable
Type/connections number/RCS",Connection: Type designation,Connection color / number,Connection: Cross-section / diameter,Length (full),"Device (source)
Name of target connection point (full)","Device (target)
Name of target connection point (full)",Wire termination processing source,Wire termination processing target,Routing direction source,Routing direction target,Bundle,Layout space: Routing track,Connection designation,Remark
1251,=Q15+K1-W450,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,RDBU,"0,25",10 m,=Q15+K1.G1-G5:ANA.12,=Q15+K1.B1-A25:X1:12,,,,,,,,
1252,=Q15+K1-W452,"UNITRONIC® LiYCY (TP) 8x0,5",,BN,"0,5",3 m,=Q15+K1.B1-A8,=Q15+K1.B1-A25:X2:12,,,,,,,,
1253,=Q15+K1-W450,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,PKBN,"0,25",10 m,=Q15+K1.G1-G5:ANA.20,=Q15+K1.B1-A25:X1:20,,,,,,,,
1254,=Q15+K1-W450,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,YE,"0,25",10 m,=Q15+K1.G1-G5:ANA.4,=Q15+K1.B1-A25:X1:4,,,,,,,,
1255,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-A8,=Q15+K1.B1-W5(-P2):P2:2,,,,,,,,
1256,=Q15+K1-W450,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,BK,"0,25",10 m,=Q15+K1.G1-G5:ANA.9,=Q15+K1.B1-A25:X1:9,,,,,,,,
1257,=Q15+K1-W452,"UNITRONIC® LiYCY (TP) 8x0,5",,GY,"0,5",3 m,=Q15+K1.B1-A7:3,=Q15+K1.B1-A25:X2:9,,,,,,,,
1258,=Q15+K1-W450,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,WHGY,"0,25",10 m,=Q15+K1.G1-G5:ANA.17,=Q15+K1.B1-A25:X1:17,,,,,,,,
1259,=Q15+K1-W452,"UNITRONIC® LiYCY (TP) 8x0,5",,PK,"0,5",3 m,=Q15+K1.B1-A7,=Q15+K1.B1-A25:X2:17,,,,,,,,
1260,=Q15+K1-W450,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,BNBU,"0,25",10 m,=Q15+K1.G1-G5:ANA.22,=Q15+K1.B1-A25:X1:22,,,,,,,,
1261,=Q15+K1-W450,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,VT,"0,25",10 m,=Q15+K1.G1-G5:ANA.10,=Q15+K1.B1-A25:X1:10,,,,,,,,
1262,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-A7,=Q15+K1.B1-W5(-P2):P2:1,,,,,,,,
1263,=Q15+K1-W450,"CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25",,Schirm,,,=Q15+K1-W450:Schirm,=Q15+K1.G1-G5:ANA.CASE,,,,,,,,
1264,=Q15+K1-W452,"UNITRONIC® LiYCY (TP) 8x0,5",,Schirm,,,,,,,,,,,,
1265,=Q15+K1-W452,"UNITRONIC® LiYCY (TP) 8x0,5",,GN,"0,5",3 m,=Q15+K1.B1-A8:7,=Q15+K1.B1-A25:X2:20,,,,,,,,
1266,=Q15+K1-W452,"UNITRONIC® LiYCY (TP) 8x0,5",,YE,"0,5",3 m,=Q15+K1.B1-A8:7,=Q15+K1.B1-A25:X2:4,,,,,,,,
1267,=Q15+K1-W452,"UNITRONIC® LiYCY (TP) 8x0,5",,RD,"0,5",3 m,=Q15+K1.B1-A7:7,=Q15+K1.B1-A25:X2:22,,,,,,,,
1268,=Q15+K1-W452,"UNITRONIC® LiYCY (TP) 8x0,5",,BU,"0,5",3 m,=Q15+K1.B1-A7:7,=Q15+K1.B1-A25:X2:10,,,,,,,,
1269,=Q15+K1-W452,"UNITRONIC® LiYCY (TP) 8x0,5",,Shield,,,=Q15+K1-W452:Shield,=A02+K1.B1-W11:SE,,,,,,,,
1270,=Q15+S1-W111.1,9 PIN SDA,,,,,=Q15+S1-A3,=Q15+K1.G1-G4,,,,,,,,
1271,=+,,H05V-K,BU,"0,5",,=Q15+S1-A3,=Q15+S1-A2,,,,,,,,
1272,=Q15+I1-W111,Coaxial Cable,,coax,,,=Q15+S1-A3,=Q15+K1.G1-G4,,,,,,,,
1273,=+,,H05V-K,BU,"0,5",,=Q15+S1-A3,=+:RF S IN,,,,,,,,
1274,=Q15+I1-W112,Coaxial Cable,,BK,"2,50",,=Q15+S1-A2:A1,=Q15+K1.G1-G5,,,,,,,,
1275,=+,,H05V-K,BK,"2,50",,=+:ACCEL,=Q15+S1-A2:A2,,,,,,,,
1276,=Q15+I1-W113,Coaxial Cable,,BK,"2,50",,=Q15+S1-A2:B1,=Q15+K1.G1-G5,,,,,,,,
1277,=+,,H05V-K,BK,"2,50",,=+:BEAM,=Q15+S1-A2:B2,,,,,,,,
1278,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-A1:11,=Q15+K1.B1-X21:1:4,,,,,,,,
1279,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-W5(-P2):P2:1,=Q15+K1.B1-X21:2:5,,,,,,,,
1280,=Q15+I1-W114,Coaxial Cable,,coax,,,=+:RF IN,=Q15+K1.G1-G1,,,,,,,,
1281,=Q15+I1-W115,"ÖLFLEX® CLASSIC 110 CY 5x1,5 mm²",,,,,,,,,,,,,,
1282,=Q15+I1-W115,"ÖLFLEX® CLASSIC 110 CY 5x1,5 mm²",,,,,,,,,,,,,,
1283,=Q15+I1-W115,"ÖLFLEX® CLASSIC 110 CY 5x1,5 mm²",,1,"1,5",,=Q15+S1-A1-1,=Q15+K1.B1-X21:1:3,,,,,,,,
1284,=Q15+K1-W210,"ÖLFLEX® CLASSIC 110 CY 2x1,5 mm²",,2,"1,5",,=+,=Q15+K1.G1-G3:2,,,,,,,,
1285,=Q15+I1-W115,"ÖLFLEX® CLASSIC 110 CY 5x1,5 mm²",,2,"1,5",,=Q15+S1-A1-2,=Q15+K1.B1-X21:2:2,,,,,,,,
1286,=Q15+I1-W115,"ÖLFLEX® CLASSIC 110 CY 5x1,5 mm²",,GNYE,"1,5",,=Q15+S1-A1-3,=Q15+K1.B1-X21:PE:1,,,,,,,,
1287,=Q15+I1-W115,"ÖLFLEX® CLASSIC 110 CY 5x1,5 mm²",,3,"1,5",,=Q15+S1-A1-4,=Q15+K1.B1-X21:3:2,,,,,,,,
1288,=Q15+K1-W211,"ÖLFLEX® CLASSIC 110 CY 2x1,5 mm²",,2,"1,5",,=Q15+K1.B1-X21:4:4,=Q15+K1.G1-G2:2,,,,,,,,
1289,=Q15+I1-W115,"ÖLFLEX® CLASSIC 110 CY 5x1,5 mm²",,4,"1,5",,=Q15+S1-A1-5,=Q15+K1.B1-X21:4:3,,,,,,,,
1290,=Q15+K1-W211,"ÖLFLEX® CLASSIC 110 CY 2x1,5 mm²",,,,,,,,,,,,,,
1291,=Q15+K1-W210,"ÖLFLEX® CLASSIC 110 CY 2x1,5 mm²",,1,"1,5",,=Q15+K1.G1-G3:1,=Q15+K1.B1-X21:3:5,,,,,,,,
1292,=Q15+K1-W211,"ÖLFLEX® CLASSIC 110 CY 2x1,5 mm²",,1,"1,5",,=Q15+K1.B1-X21:3:5,=Q15+K1.G1-G2:1,,,,,,,,
1293,=Q15+S1-W115,"ÖLFLEX® CLASSIC 110 3x1,5 mm²",,,"1,5",1 m,=+:Emission,=Q15+S1-A1-X1:1:3,,,,,,,,
1294,=Q15+S1-W115,"ÖLFLEX® CLASSIC 110 3x1,5 mm²",,2,"2,5",1 m,=+:PE,=Q15+S1-A1-X1:2:3,,,,,,,,
1295,=Q15+S1-W115,"ÖLFLEX® CLASSIC 110 3x1,5 mm²",,3,"2,5",1 m,=+:Keeper,=Q15+S1-A1-X1:3:3,,,,,,,,
1296,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1:A:3,=Q15+S1-A1-K1:A1,,,,,,,,
1297,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1,=Q15+S1-A1-C1,,,,,,,,
1298,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1-K1:A2,=Q15+S1-A1:B:3,,,,,,,,
1299,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1-C1,=Q15+S1-A1:1:4,,,,,,,,
1300,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1:1:4,=Q15+S1-A1-L1,,,,,,,,
1301,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1-L1,=Q15+S1-A1-0:12,,,,,,,,
1302,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1,=Q15+S1-A1:C:3,,,,,,,,
1303,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1-C2,=Q15+S1-A1,,,,,,,,
1304,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1-L1,=Q15+S1-A1-C2,,,,,,,,
1305,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1-0:11,=Q15+S1-A1:D:3,,,,,,,,
1306,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1-0:14,=Q15+S1-A1-L2,,,,,,,,
1307,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1:2:4,=Q15+S1-A1,,,,,,,,
1308,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1-L2,=Q15+S1-A1,,,,,,,,
1309,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1-L3,=Q15+S1-A1:E:3,,,,,,,,
1310,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1:E:3,=Q15+S1-A1-C4,,,,,,,,
1311,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1:3:4,=Q15+S1-A1-L3,,,,,,,,
1312,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1-L3,=Q15+S1-A1-C3,,,,,,,,
1313,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1-C4,=Q15+S1-A1,,,,,,,,
1314,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1-C3,=Q15+S1-A1-C2,,,,,,,,
1315,=A02+I1-W303,"UNITRONIC® LiYY 25x0,25",,GY,"0,25",10 m,=A02+S1-A21-X1:5,=A02+K1.B1-X20-X20.1M:5,,,,,,,,
1316,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-A1:12,=A02+K1.B1-X20-X20.1F:5,,,,,,,,
1317,=A02+I1-W303,"UNITRONIC® LiYY 25x0,25",,PK,"0,25",10 m,=A02+S1-A21-X1:6,=A02+K1.B1-X20-X20.1M:6,,,,,,,,
1318,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-A1:13,=A02+K1.B1-X20-X20.1F:6,,,,,,,,
1319,=+,,H05V-K,BU,"0,5",,=A02+K1.B1-X23-X23.6F:12,=Q15+K1.B1-W5(-P2):P2:2,,,,,,,,
1320,=Q15+I1-W301,"ÖLFLEX® CLASSIC 110 3x0,5 mm²",,2,0.5,6 m,=Q15+S1-Y1:2,=A02+K1.B1-X23-X23.6M:12,,,,,,,,
1321,=Q15+I1-W301,"ÖLFLEX® CLASSIC 110 3x0,5 mm²",,1,0.5,10 m,=A02+K1.B1-X23-X23.6M:11,=Q15+S1-Y1:1,,,,,,,,
1322,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-A1:14,=A02+K1.B1-X23-X23.6F:11,,,,,,,,
1323,=Q15+I1-W301,"ÖLFLEX® CLASSIC 110 3x0,5 mm²",,GNYE,0.5,10 m,=A02+K1.B1-X23-X23.6M:13,=Q15+S1-Y1:PE,,,,,,,,
1324,=+,,H07V-K,BU,"1,5",,=Q15+K1.B1-V1:2.1,=Q15+K1.B1-W5(-P1):X1:9,,,,,,,,
1325,=+,,H07V-K,BU,4,,=A02+K1.B1-W6(-P2):X1:6,=Q15+K1.B1-W5(-P2):X1:9,,,,,,,,
1326,=+,,H07V-K,BK,6,,=S02+K1.H2-Q1:2,=S02+K1.H1-V1.1:1,,,,,,,,
1327,=+,,H05V-K,direkt verbunden,"0,5",,=S02+K1.H2-Q1:1,=A02+K1.H2-W4:4L1,,,,,,,,
1328,=+,,H07V-K,BK,6,,=S02+K1.H2-Q1:4,=S02+K1.H1-V1.2:1,,,,,,,,
1329,=+,,H05V-K,direkt verbunden,"0,5",,=S02+K1.H2-Q1:3,=A02+K1.H2-W4:4L2,,,,,,,,
1330,=+,,H07V-K,BK,6,,=S02+K1.H2-Q1:6,=S02+K1.H1-V1.3:1,,,,,,,,
1331,=+,,H05V-K,direkt verbunden,"0,5",,=A02+K1.H2-W4:4L3,=S02+K1.H2-Q1:5,,,,,,,,
1332,=+,,H07V-K,BK,6,,=S02+K1.H2-Q2:2,=S02+K1.H1-V2.1:1,,,,,,,,
1333,=+,,H05V-K,direkt verbunden,"0,5",,=S02+K1.H2-Q2:1,=A02+K1.H2-W4:4L1,,,,,,,,
1334,=+,,H07V-K,BK,6,,=S02+K1.H2-Q2:4,=S02+K1.H1-V2.2:1,,,,,,,,
1335,=+,,H05V-K,direkt verbunden,"0,5",,=S02+K1.H2-Q2:3,=A02+K1.H2-W4:4L2,,,,,,,,
1336,=+,,H07V-K,BK,6,,=S02+K1.H2-Q2:6,=S02+K1.H1-V2.3:1,,,,,,,,
1337,=+,,H05V-K,direkt verbunden,"0,5",,=A02+K1.H2-W4:4L3,=S02+K1.H2-Q2:5,,,,,,,,
1338,=+,,H05V-K,BU,"0,5",,=S02+K1.H2-Q1:14,=S02+K1.B1-A1:1,,,,,,,,
1339,=+,,H05V-K,BU,"0,5",,=S02+K1.B1-W5(-P1):P1:2,=S02+K1.H2-Q1:13,,,,,,,,
1340,=+,,H05V-K,BU,"0,5",,=S02+K1.H2-Q2:14,=S02+K1.B1-A1:5,,,,,,,,
1341,=+,,H05V-K,BU,"0,5",,=S02+K1.B1-W5(-P1):P1:1,=S02+K1.H2-Q2:13,,,,,,,,
1342,=+,,H07V-K,GNYE,4,,=A02+K1.H2-X6:13,=S02+K1.H1-V1.1:PE,,,,,,,,
1343,=+,,H05V-K,BU,"0,5",,=S02+K1.H1-V1.1:A2,=S02+K1.B1-W5(-P2):P2:2,,,,,,,,
1344,=+,,H05V-K,BU,"0,5",,=S02+K1.H1-V1.1:A1,=S02+K1.B1-A1:10,,,,,,,,
1345,=+,,H07V-K,GNYE,4,,=A02+K1.H2-X6:14,=S02+K1.H1-V1.2:PE,,,,,,,,
1346,=+,,H05V-K,BU,"0,5",,=S02+K1.H1-V1.2:A2,=S02+K1.B1-W5(-P2):P2:2,,,,,,,,
1347,=+,,H05V-K,BU,"0,5",,=S02+K1.H1-V1.2:A1,=S02+K1.B1-A1:11,,,,,,,,
1348,=+,,H07V-K,GNYE,4,,=A02+K1.H2-X6:13,=S02+K1.H1-V1.3:PE,,,,,,,,
1349,=+,,H07V-K,BK,6,,=S02+K1.H1-V1.3:2,=S02+K1.H1-F1.3:1,,,,,,,,
1350,=+,,H05V-K,BU,"0,5",,=S02+K1.H1-V1.3:A2,=S02+K1.B1-W5(-P2):P2:2,,,,,,,,
1351,=+,,H05V-K,BU,"0,5",,=S02+K1.H1-V1.3:A1,=S02+K1.B1-A1:12,,,,,,,,
1352,=+,,H05V-K,BU,"0,5",,=S02+K1.B1-A1:12,=S02+K1.H1-V2.1:A1,,,,,,,,
1353,=+,,H05V-K,BU,"0,5",,=S02+K1.H1-V2.1:A1,=S02+K1.H1-V2.2:A1,,,,,,,,
1354,=+,,H05V-K,BU,"0,5",,=S02+S1-E1.13:2,=S02+S1-E1.1,,,,,,,,
1355,=+,,H05V-K,,,,=S02+S1-E1.1,=S02+S1-E1.13:1,,,,,,,,
1356,=+,,,,,,=S02+K1.D2-X11:1,=S02+K1.D2-X11:1,,,,,,,,
1357,=S02+I1-W120,"ÖLFLEX® CLASSIC 110 5x1,5 mm²",,1,"1,5",10 m,=S02+K1.D2-X11:1,=S02+S1-E1.1:RD,,,,,,,,
1358,=+,,H07V-K,BK,"1,5",,=S02+K1.H1-F1.1:2,=S02+K1.D2-X11:1,,,,,,,,
1359,=+,,H07V-K,BK,6,,=S02+K1.H1-F1.1:1,=S02+K1.H1-V1.1:2,,,,,,,,
1360,=+,,H05V-K,BU,"0,5",,=S02+S1-E1.12:2,=S02+S1-E1.1,,,,,,,,
1361,=+,,H05V-K,,,,=S02+S1-E1.1,=S02+S1-E1.12:1,,,,,,,,
1362,=+,,,,,,=S02+K1.D2-X11:2,=S02+K1.D2-X11:2,,,,,,,,
1363,=S02+I1-W120,"ÖLFLEX® CLASSIC 110 5x1,5 mm²",,2,"1,5",10 m,=S02+K1.D2-X11:2,=S02+S1-E1.1:YE,,,,,,,,
1364,=+,,H07V-K,BK,"1,5",,=S02+K1.D2-X11:2,=S02+K1.H1-F1.2:2,,,,,,,,
1365,=+,,H07V-K,BK,"1,5",,=S02+K1.H1-F1.1:4,=S02+K1.D2-X12:1,,,,,,,,
1366,=+,,H05V-K,BK,"4,00",,=S02+K1.H1-F1.1:5,=S02+K1.H1-F1.1:3,,,,,,,,
1367,=+,,H05V-K,BK,"4,00",,=S02+K1.H1-F1.1:3,=S02+K1.H1-F1.1:1,,,,,,,,
1368,=+,,H07V-K,BK,"1,5",,=S02+K1.H1-F1.1:6,=S02+K1.D2-X13:1,,,,,,,,
1369,=S02+I1-W120,"ÖLFLEX® CLASSIC 110 5x1,5 mm²",,GNYE,"1,5",10 m,=S02+K1.D2-X11:PE,=S02+S1-E1.1:CASE,,,,,,,,
1370,=+,,H05V-K,BU,"0,5",,=S02+K1.D2-X11:PE,=S02+K1.D2-X11:PE,,,,,,,,
1371,=+,,,,,,=S02+K1.D2-X11:3,=S02+K1.D2-X11:3,,,,,,,,
1372,=S02+I1-W120,"ÖLFLEX® CLASSIC 110 5x1,5 mm²",,3,"1,5",10 m,=S02+K1.D2-X11:3,=S02+S1-E1.1:YE,,,,,,,,
1373,=+,,H07V-K,BU,6,,=A02+K1.H2-X5:11,=S02+K1.D2-X11:3,,,,,,,,
1374,=+,,H05V-K,BU,"0,5",,=S02+K1.D2-X11:3,=S02+K1.D2-X11:4,,,,,,,,
1375,=+,,H05V-K,BU,"0,5",,=S02+K1.D2-X11:4,=S02+K1.D2-X21:4,,,,,,,,
1376,=+,,,,,,=S02+K1.D2-X11:4,=S02+K1.D2-X11:4,,,,,,,,
1377,=S02+I1-W120,"ÖLFLEX® CLASSIC 110 5x1,5 mm²",,4,"1,5",10 m,=S02+K1.D2-X11:4,=S02+S1-E1.1:RD,,,,,,,,
1378,=+,,H05V-K,BU,"0,5",,=S02+S1-E1.11:2,=S02+S1-E2.1,,,,,,,,
1379,=+,,,,,,=S02+K1.D2-X21:3,=S02+K1.D2-X21:3,,,,,,,,
1380,=S02+I1-W126,"ÖLFLEX® CLASSIC 110 7x1,5 mm²",,3,"1,5",10 m,=S02+K1.D2-X21:3,=S02+S1-E2.1:RD,,,,,,,,
1381,=+,,H07V-K,BK,"1,5",,=S02+K1.D2-X21:3,=S02+K1.H1-F1.3:2,,,,,,,,
1382,=+,,,,,,=S02+K1.D2-X21:4,=S02+K1.D2-X21:4,,,,,,,,
1383,=S02+I1-W126,"ÖLFLEX® CLASSIC 110 7x1,5 mm²",,4,"1,5",10 m,=S02+K1.D2-X21:4,=S02+S1-E2.1:RD,,,,,,,,
1384,=+,,H05V-K,BU,"1,94",,=S02+S1-E1.23:2,=S02+S1-E1.2,,,,,,,,
1385,=+,,H05V-K,,,,=S02+S1-E1.2,=S02+S1-E1.23:1,,,,,,,,
1386,=+,,,,,,=S02+K1.D2-X12:1,=S02+K1.D2-X12:1,,,,,,,,
1387,=S02+I1-W122,ÖLFLEX® CLASSIC 110 7x1.5 mm²,,1,"1,5",10 m,=S02+K1.D2-X12:1,=S02+S1-E1.2:RD,,,,,,,,
1388,=+,,H05V-K,BU,"0,5",,=S02+S1-E1.22:2,=S02+S1-E1.2,,,,,,,,
1389,=+,,H05V-K,,,,=S02+S1-E1.2,=S02+S1-E1.22:1,,,,,,,,
1390,=+,,,,,,=S02+K1.D2-X12:2,=S02+K1.D2-X12:2,,,,,,,,
1391,=S02+I1-W122,ÖLFLEX® CLASSIC 110 7x1.5 mm²,,2,"1,5",10 m,=S02+K1.D2-X12:2,=S02+S1-E1.2:YE,,,,,,,,
1392,=+,,H07V-K,BK,"1,5",,=S02+K1.D2-X12:2,=S02+K1.H1-F1.2:4,,,,,,,,
1393,=+,,H05V-K,BU,"1,94",,=S02+S1-E1.21:2,=S02+S1-E1.2,,,,,,,,
1394,=+,,,,,,=S02+K1.D2-X12:3,=S02+K1.D2-X12:3,,,,,,,,
1395,=S02+I1-W122,ÖLFLEX® CLASSIC 110 7x1.5 mm²,,3,"1,5",10 m,=S02+K1.D2-X12:3,=S02+S1-E1.2:BU,,,,,,,,
1396,=+,,H07V-K,BK,"1,5",,=S02+K1.D2-X12:3,=S02+K1.H1-F1.3:4,,,,,,,,
1397,=S02+I1-W122,ÖLFLEX® CLASSIC 110 7x1.5 mm²,,GNYE,"1,5",10 m,=S02+K1.D2-X12:PE,=S02+S1-E1.2:CASE,,,,,,,,
1398,=+,,,,,,=S02+K1.D2-X12:PE,=S02+K1.D2-X12:PE,,,,,,,,
1399,=+,,H07V-K,BK,6,,=S02+K1.H1-F1.2:1,=S02+K1.H1-V1.2:2,,,,,,,,
1400,=+,,H05V-K,BK,"4,00",,=S02+K1.H1-F1.2:5,=S02+K1.H1-F1.2:3,,,,,,,,
1401,=+,,H05V-K,BK,"4,00",,=S02+K1.H1-F1.2:3,=S02+K1.H1-F1.2:1,,,,,,,,
1402,=+,,,,,,=S02+K1.D2-X12:4,=S02+K1.D2-X12:4,,,,,,,,
1403,=S02+I1-W122,ÖLFLEX® CLASSIC 110 7x1.5 mm²,,4,"1,5",10 m,=S02+K1.D2-X12:4,=S02+S1-E1.2:BU,,,,,,,,
1404,=+,,H05V-K,BU,"0,5",,=S02+K1.D2-X12:4,=S02+K1.D2-X12:5,,,,,,,,
1405,=+,,H05V-K,BU,"0,5",,=S02+K1.D2-X12:5,=S02+K1.D2-X12:6,,,,,,,,
1406,=+,,H07V-K,BU,6,,=A02+K1.H2-X5:12,=S02+K1.D2-X12:6,,,,,,,,
1407,=+,,H07V-K,BK,"1,5",,=S02+K1.H1-F1.2:6,=S02+K1.D2-X13:2,,,,,,,,
1408,=+,,,,,,=S02+K1.D2-X12:5,=S02+K1.D2-X12:5,,,,,,,,
1409,=S02+I1-W122,ÖLFLEX® CLASSIC 110 7x1.5 mm²,,5,"1,5",10 m,=S02+K1.D2-X12:5,=S02+S1-E1.2:YE,,,,,,,,
1410,=+,,,,,,=S02+K1.D2-X12:6,=S02+K1.D2-X12:6,,,,,,,,
1411,=S02+I1-W122,ÖLFLEX® CLASSIC 110 7x1.5 mm²,,6,"1,5",10 m,=S02+K1.D2-X12:6,=S02+S1-E1.2:RD,,,,,,,,
1412,=+,,H05V-K,BU,"1,94",,=S02+S1-E1.33:2,=S02+S1-E1.3,,,,,,,,
1413,=+,,H05V-K,,,,=S02+S1-E1.3,=S02+S1-E1.33:1,,,,,,,,
1414,=+,,,,,,=S02+K1.D2-X13:1,=S02+K1.D2-X13:1,,,,,,,,
1415,=S02+I1-W124,"ÖLFLEX® CLASSIC 110 7x1,5 mm²",,1,"1,5",10 m,=S02+K1.D2-X13:1,=S02+S1-E1.3:RD,,,,,,,,
1416,=+,,H05V-K,BU,"0,5",,=S02+S1-E1.32:2,=S02+S1-E1.3,,,,,,,,
1417,=+,,H05V-K,,,,=S02+S1-E1.3,=S02+S1-E1.32:1,,,,,,,,
1418,=+,,,,,,=S02+K1.D2-X13:2,=S02+K1.D2-X13:2,,,,,,,,
1419,=S02+I1-W124,"ÖLFLEX® CLASSIC 110 7x1,5 mm²",,2,"1,5",10 m,=S02+K1.D2-X13:2,=S02+S1-E1.3:YE,,,,,,,,
1420,=+,,H05V-K,BU,"0,5",,=S02+S1-E1.31:2,=S02+S1-E1.3,,,,,,,,
1421,=+,,,,,,=S02+K1.D2-X13:3,=S02+K1.D2-X13:3,,,,,,,,
1422,=S02+I1-W124,"ÖLFLEX® CLASSIC 110 7x1,5 mm²",,3,"1,5",10 m,=S02+K1.D2-X13:3,=S02+S1-E1.3:BU,,,,,,,,
1423,=+,,H07V-K,BK,"1,5",,=S02+K1.D2-X13:3,=S02+K1.H1-F1.3:6,,,,,,,,
1424,=S02+I1-W124,"ÖLFLEX® CLASSIC 110 7x1,5 mm²",,GNYE,"1,5",10 m,=S02+K1.D2-X13:PE,=S02+S1-E1.3:CASE,,,,,,,,
1425,=+,,,,,,=S02+K1.D2-X13:PE,=S02+K1.D2-X13:PE,,,,,,,,
1426,=+,,,,,,=S02+K1.D2-X13:4,=S02+K1.D2-X13:4,,,,,,,,
1427,=S02+I1-W124,"ÖLFLEX® CLASSIC 110 7x1,5 mm²",,4,"1,5",10 m,=S02+K1.D2-X13:4,=S02+S1-E1.3:BU,,,,,,,,
1428,=+,,H05V-K,BU,"0,5",,=S02+K1.D2-X13:4,=S02+K1.D2-X13:5,,,,,,,,
1429,=+,,H05V-K,BU,"0,5",,=S02+K1.D2-X13:5,=S02+K1.D2-X13:6,,,,,,,,
1430,=+,,H07V-K,BU,6,,=A02+K1.H2-X5:13,=S02+K1.D2-X13:6,,,,,,,,
1431,=+,,H05V-K,BK,"4,00",,=S02+K1.H1-F1.3:5,=S02+K1.H1-F1.3:3,,,,,,,,
1432,=+,,H05V-K,BK,"4,00",,=S02+K1.H1-F1.3:3,=S02+K1.H1-F1.3:1,,,,,,,,
1433,=+,,,,,,=S02+K1.D2-X13:5,=S02+K1.D2-X13:5,,,,,,,,
1434,=S02+I1-W124,"ÖLFLEX® CLASSIC 110 7x1,5 mm²",,5,"1,5",10 m,=S02+K1.D2-X13:5,=S02+S1-E1.3:YE,,,,,,,,
1435,=+,,,,,,=S02+K1.D2-X13:6,=S02+K1.D2-X13:6,,,,,,,,
1436,=S02+I1-W124,"ÖLFLEX® CLASSIC 110 7x1,5 mm²",,6,"1,5",10 m,=S02+K1.D2-X13:6,=S02+S1-E1.3:RD,,,,,,,,
1437,=+,,H05V-K,BU,"0,5",,=S02+K1.H1-F1.1:m4,=S02+K1.B1-A1:2,,,,,,,,
1438,=+,,H05V-K,BU,"0,5",,=S02+K1.B1-W5(-P1):P1:2,=S02+K1.H1-F1.1:m3,,,,,,,,
1439,=+,,H05V-K,BU,"0,5",,=S02+K1.H1-F1.2:14,=S02+K1.B1-A1:3,,,,,,,,
1440,=+,,H05V-K,BU,"0,5",,=S02+K1.B1-W5(-P1):P1:1,=S02+K1.H1-F1.2:13,,,,,,,,
1441,=+,,H05V-K,BU,"0,5",,=S02+K1.H1-F1.3:14,=S02+K1.B1-A1:4,,,,,,,,
1442,=+,,H05V-K,BU,"0,5",,=S02+K1.B1-A1:4,=S02+K1.H1-F2.1:14,,,,,,,,
1443,=+,,H05V-K,BU,"0,5",,=S02+K1.H1-F2.1:14,=S02+K1.H1-F2.2:14,,,,,,,,
1444,=+,,H05V-K,BU,"0,5",,=S02+K1.B1-W5(-P1):P1:2,=S02+K1.H1-F1.3:13,,,,,,,,
1445,=+,,H05V-K,BU,"0,5",,=S02+K1.B1-W5(-P1):P1:2,=S02+K1.H1-F2.1:13,,,,,,,,
1446,=+,,H05V-K,BU,"0,5",,=S02+K1.B1-W5(-P1):P1:1,=S02+K1.H1-F2.2:13,,,,,,,,
1447,=+,,H07V-K,GNYE,4,,=A02+K1.H2-X6:16,=S02+K1.H1-V2.1:PE,,,,,,,,
1448,=+,,H05V-K,BU,"0,5",,=S02+K1.H1-V2.1:A2,=S02+K1.B1-W5(-P2):P2:2,,,,,,,,
1449,=+,,H07V-K,GNYE,4,,=A02+K1.H2-X6:13,=S02+K1.H1-V2.2:PE,,,,,,,,
